mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classificador,param_classificador__learning_rate,param_classificador__max_depth,param_classificador__n_estimators,param_classificador__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.67134256362915,0.6336307016218702,0.21221108436584474,0.035785110517163585,GradientBoostingClassifier(random_state=42),0.05,3,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 3, 'classificador__n_estimators': 100}",0.2881803769596618,0.28700329689397885,0.2885930190716085,0.2870520439402125,0.287724495463803,0.2877106464658529,0.0006218553932477277,8
17.453446054458617,0.8712383132466618,0.7809978485107422,0.2564862777631255,GradientBoostingClassifier(random_state=42),0.05,3,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 3, 'classificador__n_estimators': 200}",0.2894736842105263,0.2915804002760525,0.29146793852676206,0.29492257832193014,0.2913114456738618,0.29175120940182653,0.0017633781277393162,4
14.40468521118164,1.9497751981955258,0.5251266479492187,0.0782093916931452,GradientBoostingClassifier(random_state=42),0.05,5,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.29174051754696917,0.2925634295713036,0.2964788732394366,0.2971054068814855,0.29732225300092335,0.29504209604802367,0.0023901842658901177,1
27.904587984085083,2.5603279883206267,0.545672607421875,0.14615993741408945,GradientBoostingClassifier(random_state=42),0.05,5,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.2920589802806893,0.29621885345879073,0.29484029484029484,0.29474444645114684,0.2958493326019382,0.294742381526572,0.0014570891240556789,2
9.065812253952027,1.3587617759043769,0.24910216331481932,0.09818815908328932,GradientBoostingClassifier(random_state=42),0.1,3,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 3, 'classificador__n_estimators': 100}",0.28882739536492563,0.29061588608680733,0.29430719656283566,0.29153153153153155,0.2918486171761281,0.2914261253444457,0.001783259170094133,6
15.703368949890137,1.5505525887197342,0.307296085357666,0.046966149836667484,GradientBoostingClassifier(random_state=42),0.1,3,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 3, 'classificador__n_estimators': 200}",0.28856405846947547,0.28957264957264955,0.2900035323207347,0.2937062937062937,0.2928930366116296,0.2909479141361566,0.0019928942154587787,7
12.612402296066284,1.3258102647442835,0.30465087890625,0.05090918041128672,GradientBoostingClassifier(random_state=42),0.1,5,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.2912966252220249,0.2911327524346489,0.2895058494848961,0.2944364161849711,0.2939575394665215,0.2920658365586125,0.0018554812603214543,3
23.33398084640503,1.1192161905587314,0.2669851779937744,0.14543184053393496,GradientBoostingClassifier(random_state=42),0.1,5,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.29243281471004245,0.2908407382091593,0.2881089575694081,0.2936337625178827,0.29278872221218144,0.2915609990437348,0.0019493117331210541,5
1.255815076828003,0.04541204737787511,0.12497687339782715,0.017532106698016973,RandomForestClassifier(random_state=42),,5,100,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.24077046548956663,0.23703703703703705,0.221670288730208,0.2291888601430528,0.22306525037936267,0.23034638035584543,0.007524037617855941,16
2.2484641075134277,0.12100012375550685,0.20519475936889647,0.03548109337672317,RandomForestClassifier(random_state=42),,5,200,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.23840847104123214,0.23861596213481312,0.22649912517894066,0.22707157027315733,0.230958988590811,0.23231082344379086,0.005291297536767228,13
