mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classificador,param_classificador__learning_rate,param_classificador__max_depth,param_classificador__n_estimators,param_classificador__criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.51723928451538,0.43310443601223725,0.1771817684173584,0.03443295195747488,GradientBoostingClassifier(random_state=42),0.05,3,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 3, 'classificador__n_estimators': 100}",0.2881803769596618,0.28700329689397885,0.2885930190716085,0.2870520439402125,0.287724495463803,0.2877106464658529,0.0006218553932477277,8
15.701021337509156,0.4626213463487848,0.39561166763305666,0.10437575847835902,GradientBoostingClassifier(random_state=42),0.05,3,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 3, 'classificador__n_estimators': 200}",0.2894736842105263,0.2915804002760525,0.29146793852676206,0.29492257832193014,0.2913114456738618,0.29175120940182653,0.0017633781277393162,4
12.782987070083617,0.5699890572863118,0.252626895904541,0.03310105696389577,GradientBoostingClassifier(random_state=42),0.05,5,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.29174051754696917,0.2925634295713036,0.2964788732394366,0.2971054068814855,0.29732225300092335,0.29504209604802367,0.0023901842658901177,1
22.86827721595764,1.7379560933628038,0.5821165561676025,0.13971643037063158,GradientBoostingClassifier(random_state=42),0.05,5,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.05, 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.2920589802806893,0.29621885345879073,0.29484029484029484,0.29474444645114684,0.2958493326019382,0.294742381526572,0.0014570891240556789,2
7.417693758010865,0.6745009015353409,0.18927364349365233,0.026363541669543484,GradientBoostingClassifier(random_state=42),0.1,3,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 3, 'classificador__n_estimators': 100}",0.28882739536492563,0.29061588608680733,0.29430719656283566,0.29153153153153155,0.2918486171761281,0.2914261253444457,0.001783259170094133,6
12.964069509506226,1.7697022895175625,0.4906622409820557,0.10068178319500816,GradientBoostingClassifier(random_state=42),0.1,3,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 3, 'classificador__n_estimators': 200}",0.28856405846947547,0.28957264957264955,0.2900035323207347,0.2937062937062937,0.2928930366116296,0.2909479141361566,0.0019928942154587787,7
12.006202983856202,0.8554891483345319,0.3265719413757324,0.06632945877995845,GradientBoostingClassifier(random_state=42),0.1,5,100,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.2912966252220249,0.2911327524346489,0.2895058494848961,0.2944364161849711,0.2939575394665215,0.2920658365586125,0.0018554812603214543,3
25.174205446243285,1.5425433413458527,0.26654653549194335,0.13625114470933578,GradientBoostingClassifier(random_state=42),0.1,5,200,,"{'classificador': GradientBoostingClassifier(random_state=42), 'classificador__learning_rate': 0.1, 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.29243281471004245,0.2908407382091593,0.2881089575694081,0.2936337625178827,0.29278872221218144,0.2915609990437348,0.0019493117331210541,5
1.3801020622253417,0.26647702800470663,0.12394924163818359,0.020937455145115424,RandomForestClassifier(random_state=42),,5,100,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.24077046548956663,0.23703703703703705,0.221670288730208,0.2291888601430528,0.22306525037936267,0.23034638035584543,0.007524037617855941,16
2.1997549057006838,0.24785419366907566,0.18851895332336427,0.03775855560244551,RandomForestClassifier(random_state=42),,5,200,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.23840847104123214,0.23861596213481312,0.22649912517894066,0.22707157027315733,0.230958988590811,0.23231082344379086,0.005291297536767228,13
2.680414009094238,0.4035953070345703,0.36048436164855957,0.06534597923931806,RandomForestClassifier(random_state=42),,10,100,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 10, 'classificador__n_estimators': 100}",0.25288896332272653,0.257758182126505,0.25240425172937403,0.23880597014925373,0.2460291734197731,0.24957730814952644,0.00654975345175114,11
4.432501649856567,0.6210513901469175,0.6692946910858154,0.1210017438885468,RandomForestClassifier(random_state=42),,10,200,gini,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'gini', 'classificador__max_depth': 10, 'classificador__n_estimators': 200}",0.25472334682861,0.261139896373057,0.2596952908587258,0.24553647338887943,0.24856345427680185,0.2539316923452148,0.006084433765552832,9
1.5500801086425782,0.26826362751924565,0.13458595275878907,0.03586724706386157,RandomForestClassifier(random_state=42),,5,100,entropy,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'entropy', 'classificador__max_depth': 5, 'classificador__n_estimators': 100}",0.24261977738344895,0.23632038065027755,0.21963342652997825,0.22927050294517445,0.22434729811778992,0.2304382771253338,0.008224312841943178,15
2.4590529441833495,0.2976527258917549,0.18864426612854004,0.022843935266440598,RandomForestClassifier(random_state=42),,5,200,entropy,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'entropy', 'classificador__max_depth': 5, 'classificador__n_estimators': 200}",0.2391547943012646,0.2380100796618436,0.2248134328358209,0.23150831172792435,0.22666259914582063,0.23202984353453485,0.005791097282772851,14
2.5082798480987547,0.2507377529350623,0.3299877643585205,0.03859618056008309,RandomForestClassifier(random_state=42),,10,100,entropy,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'entropy', 'classificador__max_depth': 10, 'classificador__n_estimators': 100}",0.25412319084483337,0.25836177474402733,0.24896265560165975,0.24229149115417017,0.2431818181818182,0.24938418610530175,0.0061969127988223864,12
3.7145922660827635,0.31944554562381006,0.35561532974243165,0.0835314853807053,RandomForestClassifier(random_state=42),,10,200,entropy,"{'classificador': RandomForestClassifier(random_state=42), 'classificador__criterion': 'entropy', 'classificador__max_depth': 10, 'classificador__n_estimators': 200}",0.2534119629317607,0.2580202436095385,0.25974930362116994,0.24935511607910577,0.2444045090671459,0.2529882270617442,0.005623034925913041,10
